fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
27280,27280,Male,6841,2019,45,12,3,108.216,104.54401,65.880005,70.615326,22.317074,10,56.76923,White,Unknown,1,Full-time (1750+ hours),0,27280,Female,6841,2019,45,12,3,108.216,104.54401,38.664001,70.615326,17.93321,14,41.46154,White,Unknown,1,Full-time (1750+ hours),0
27285,27285,Male,6842,2021,51,17,3,247.97429,202.64999,132.29999,871.62103,52.919998,3,48.076923,White,Yes,1,Full-time (1750+ hours),0,27285,Female,6842,2021,51,16,3,247.97429,202.64999,70.349998,871.62103,83.75,15,16.153847,White,Yes,1,Part-time (50-1749 hours),0
27291,27291,Male,6844,2017,37,17,5,85.992996,84.75,42.939999,23.903774,20.804264,5,39.692307,White,Yes,1,Full-time (1750+ hours),0,27291,Female,6844,2017,31,16,5,85.992996,84.75,41.810001,23.903774,16.268482,10,49.423077,White,Yes,1,Full-time (1750+ hours),0
27292,27292,Male,6844,2023,49,16,4,488.24402,483,322,100.84651,135.01048,8,45.865383,White,Yes,1,Full-time (1750+ hours),0,27292,Female,6844,2023,49,16,4,488.24402,483,161,100.84651,64.919357,8,47.692307,White,Yes,1,Full-time (1750+ hours),0
27295,27295,Male,6845,2017,47,17,4,146.9113,135.60001,97.18,217.5249,34.906609,10,53.53846,White,Yes,1,Full-time (1750+ hours),0,27295,Female,6845,2017,44,16,4,146.9113,135.60001,38.419998,217.5249,19.443319,20,38,White,Yes,1,Full-time (1750+ hours),0
27307,27307,Male,6848,2023,33,12,2,80.040001,80.040001,34.959999,0,16.55303,2,40.615383,White,No,1,Full-time (1750+ hours),0,27307,Female,6848,2023,28,16,2,80.040001,80.040001,45.080002,0,22.09804,14,39.23077,Black,Yes,1,Full-time (1750+ hours),0
27308,27308,Male,6848,2017,42,12,4,63.302601,61.019997,58.759998,43.896236,30.604166,1,36.923077,White,No,1,Full-time (1750+ hours),0,27308,Female,6848,2017,39,14,4,63.302601,61.019997,2.26,43.896236,28.97436,15,1.5,White,No,1,Part-time (50-1749 hours),0
27310,27310,Male,6848,2021,51,17,4,147.105,147,62.999996,2.0191486,30.882351,21,39.23077,White,Yes,1,Full-time (1750+ hours),0,27310,Female,6848,2021,39,17,4,147.105,147,84,2.0191486,42,21,38.46154,White,Yes,1,Full-time (1750+ hours),0
27312,27312,Male,6849,2017,49,17,4,102.87068,102.82999,73.449997,.78245312,28.25,20,50,White,Yes,1,Full-time (1750+ hours),0,27312,Female,6849,2017,45,17,4,102.87068,102.82999,29.379999,.78245312,18.833334,22,30,White,Yes,1,Part-time (50-1749 hours),0
27329,27329,Male,6853,2021,43,12,5,104.99999,105,68.25,-.00014671913,22.749998,2,57.692307,Black,No,1,Full-time (1750+ hours),0,27329,Female,6853,2021,46,12,5,104.99999,105,36.75,-.00014671913,17.944336,2,39.384617,Black,No,1,Full-time (1750+ hours),0
27332,27332,Male,6854,2019,32,17,2,248.50801,248.40002,108.00001,2.0766625,36.290325,6,57.23077,White,Yes,1,Full-time (1750+ hours),0,27332,Female,6854,2019,32,17,2,248.50801,248.40002,140.40001,2.0766625,56.160004,5,48.076923,White,Yes,1,Full-time (1750+ hours),0
27335,27335,Male,6855,2021,34,17,4,218.92499,218.92499,119.175,0,41.669579,10,55,White,Yes,1,Full-time (1750+ hours),0,27335,Female,6855,2021,39,17,4,218.92499,218.92499,99.749992,0,38.365383,8,50,White,Yes,1,Full-time (1750+ hours),0
27337,27337,Male,6855,2023,52,14,2,148.76401,148.76401,69,0,33.823528,2,39.23077,Black,No,1,Full-time (1750+ hours),0,27337,Female,6855,2023,49,13,2,148.76401,148.76401,79.764,0,32.583332,6,47.076923,Black,No,1,Full-time (1750+ hours),0
27338,27338,Male,6855,2017,26,12,4,82.178116,72.32,24.860001,189.57916,22.765568,24,21,Black,No,0,Part-time (50-1749 hours),0,27338,Female,6855,2017,34,15,4,82.178116,72.32,47.459999,189.57916,38.028847,3,24,Black,No,1,Part-time (50-1749 hours),0
27339,27339,Male,6856,2021,47,12,2,73.732048,70.349998,42,65.039413,20.192307,2,40,White,No,1,Full-time (1750+ hours),0,27339,Female,6856,2021,47,12,2,73.732048,70.349998,28.349998,65.039413,26.644735,2,20.461538,White,Unknown,1,Part-time (50-1749 hours),0
27342,27342,Male,6856,2023,45,15,4,170.88448,147.2,69.919998,455.47073,41.619049,8,32.307693,Black,No,1,Part-time (50-1749 hours),0,27342,Female,6856,2023,46,17,4,170.88448,147.2,77.279999,455.47073,42,4,35.384617,Black,Yes,1,Full-time (1750+ hours),0
27343,27343,Male,6857,2017,45,14,4,147.29211,127.69,103.96,376.96368,42.606556,5,46.923077,White,Yes,1,Full-time (1750+ hours),0,27343,Female,6857,2017,44,14,4,147.29211,127.69,23.73,376.96368,13.748551,10,33.192307,White,No,1,Part-time (50-1749 hours),0
27352,27352,Male,6859,2017,32,15,5,62.0709,62.0709,38.476501,0,18.357109,7,40.307693,Other,No,1,Full-time (1750+ hours),0,27352,Female,6859,2017,29,15,5,62.0709,62.0709,23.5944,0,20.34,15,22.307692,Other,Yes,1,Part-time (50-1749 hours),0
27357,27357,Male,6860,2021,31,17,5,248.06248,246.75,89.249992,25.240091,30.691195,3,55.923077,Black,Yes,1,Full-time (1750+ hours),0,27357,Female,6860,2021,45,17,5,248.06248,246.75,157.5,25.240091,44.999996,10,67.307693,Black,Yes,1,Full-time (1750+ hours),0
27359,27359,Male,6861,2019,38,17,5,122.094,120.47401,44.874001,31.153751,33.995457,5,25.384615,Other,No,1,Part-time (50-1749 hours),0,27359,Female,6861,2019,38,16,5,122.094,120.47401,75.600006,31.153751,39.705883,15,36.615383,Other,Yes,1,Full-time (1750+ hours),0
27360,27360,Male,6861,2017,37,11,5,42.262001,37.742001,10.17,86.923088,5.6974788,4,34.326923,Black,No,0,Full-time (1750+ hours),0,27360,Female,6861,2017,36,11,5,42.262001,37.742001,27.572001,86.923088,12.884112,20,41.153847,Black,No,1,Full-time (1750+ hours),0
27365,27365,Male,6862,2021,54,16,2,184.79999,184.79999,102.89999,0,34.299999,5,57.692307,White,Yes,1,Full-time (1750+ hours),0,27365,Female,6862,2021,50,17,2,184.79999,184.79999,81.899994,0,35.546875,10,44.307693,White,Yes,1,Full-time (1750+ hours),0
27371,27371,Male,6864,2023,62,16,4,170.34261,147.2,110.4,445.05017,53.696499,15,39.53846,White,No,1,Full-time (1750+ hours),0,27371,Female,6864,2023,54,17,4,170.34261,147.2,36.799999,445.05017,35.384617,10,20,White,Yes,1,Part-time (50-1749 hours),0
27372,27372,Male,6864,2021,31,10,3,103.215,102.89999,8.3999996,6.0577393,5.5999999,35,28.846153,White,No,0,Part-time (50-1749 hours),0,27372,Female,6864,2021,30,15,3,103.215,102.89999,94.499992,6.0577393,46.505905,14,39.076923,White,No,1,Full-time (1750+ hours),0
27380,27380,Male,6866,2019,57,12,2,23.716801,11.836801,3.0240002,228.46155,1.8173077,2,32,White,No,1,Part-time (50-1749 hours),0,27380,Female,6866,2019,54,12,2,23.716801,11.836801,8.8128004,228.46155,7.7034969,4,22,White,No,1,Part-time (50-1749 hours),0
27382,27382,Male,6866,2017,39,17,4,106.22,106.22,61.02,0,29.336538,12,40,Black,Yes,1,Full-time (1750+ hours),0,27382,Female,6866,2017,31,14,4,106.22,106.22,45.200001,0,21.730768,6,40,Black,No,1,Full-time (1750+ hours),0
27385,27385,Male,6867,2017,66,16,2,163.85001,141.25,79.099998,434.61551,38.028847,5,40,White,Yes,1,Full-time (1750+ hours),0,27385,Female,6867,2017,64,15,2,163.85001,141.25,62.150002,434.61551,26.55983,40,45,White,No,1,Full-time (1750+ hours),0
27395,27395,Male,6870,2017,55,16,2,125.995,124.3,101.7,32.596294,47.523365,10,41.153847,White,Yes,1,Full-time (1750+ hours),0,27395,Female,6870,2017,58,12,2,125.995,124.3,22.6,32.596294,14.394904,20,30.192308,White,No,1,Part-time (50-1749 hours),0
27400,27400,Male,6871,2019,29,17,2,289.44,289.44,167.40001,0,86.825729,3,37.076923,Black,Yes,1,Full-time (1750+ hours),0,27400,Female,6871,2019,28,17,2,289.44,289.44,122.04001,0,61.020004,8,38.46154,Black,Yes,1,Full-time (1750+ hours),0
27405,27405,Male,6872,2021,26,16,2,99.119995,97.650002,84,28.269108,36.601307,10,44.134617,Black,Yes,1,Full-time (1750+ hours),0,27405,Female,6872,2021,27,12,2,99.119995,97.650002,13.65,28.269108,78,50,3.3653846,Black,Unknown,1,Part-time (50-1749 hours),0
27409,27409,Male,6873,2021,48,12,2,23.088449,14.688449,11.591999,161.53847,24.15,4,9.2307692,Black,No,1,Part-time (50-1749 hours),0,27409,Female,6873,2021,43,14,2,23.088449,14.688449,3.0964499,161.53847,3.0446901,1,19.557692,Black,Yes,0,Part-time (50-1749 hours),0
27411,27411,Male,6874,2019,38,13,3,120.96001,120.96001,97.200005,0,46.73077,5,40,Black,No,1,Full-time (1750+ hours),0,27411,Female,6874,2019,34,17,3,120.96001,120.96001,23.76,0,15.23077,20,30,Black,Yes,1,Part-time (50-1749 hours),0
27416,27416,Male,6875,2019,72,12,2,70.632004,39.960003,27.000002,589.84619,26.470589,20,19.615385,White,Unknown,1,Part-time (50-1749 hours),0,27416,Female,6875,2019,70,12,2,70.632004,39.960003,12.960001,589.84619,11.172414,30,22.307692,White,Unknown,1,Part-time (50-1749 hours),0
27429,27429,Male,6878,2017,53,12,2,58.759998,58.760002,28.25,-.000073359566,13.581731,18,40,Black,No,1,Full-time (1750+ hours),0,27429,Female,6878,2017,48,12,2,58.759998,58.760002,30.51,-.000073359566,14.668269,25,40,Black,No,1,Full-time (1750+ hours),0
27431,27431,Male,6879,2017,30,17,2,107.35,107.35,75.709999,0,36.788143,7,39.576923,Other,Yes,1,Full-time (1750+ hours),0,27431,Female,6879,2017,24,17,2,107.35,107.35,31.639999,0,16.142857,5,37.692307,Black,Yes,1,Full-time (1750+ hours),0
27432,27432,Male,6879,2021,63,12,2,143.27249,115.5,42,534.08636,12.946979,4,62.384617,White,No,1,Full-time (1750+ hours),0,27432,Female,6879,2021,59,14,2,143.27249,115.5,73.5,534.08636,35.050072,10,40.326923,White,Yes,1,Full-time (1750+ hours),0
27435,27435,Male,6880,2017,26,16,2,139.32899,138.98999,63.279999,6.5193176,30.555286,12,39.826923,White,Yes,1,Full-time (1750+ hours),0,27435,Female,6880,2017,26,17,2,139.32899,138.98999,75.709999,6.5193176,25.647018,10,56.76923,White,Yes,1,Full-time (1750+ hours),0
27440,27440,Male,6881,2021,36,16,3,204.74998,204.75,84,-.00029343826,48.165134,5,33.53846,White,Yes,1,Part-time (50-1749 hours),0,27440,Female,6881,2021,32,16,3,204.74998,204.75,120.74999,-.00029343826,65.625,8,35.384617,White,Yes,1,Full-time (1750+ hours),0
27444,27444,Male,6882,2021,60,12,2,118.881,116.75999,115.49999,40.788506,42.338707,2,52.46154,White,No,1,Full-time (1750+ hours),0,27444,Female,6882,2021,60,14,2,118.881,116.75999,1.26,40.788506,6.4615383,20,3.75,White,Yes,0,Part-time (50-1749 hours),0
27464,27464,Male,6887,2021,36,16,2,166.0575,165.89999,90.299995,3.0288696,45.69838,10,38,White,Yes,1,Full-time (1750+ hours),0,27464,Female,6887,2021,32,16,2,166.0575,165.89999,75.599998,3.0288696,30.239998,14,48.076923,White,Yes,1,Full-time (1750+ hours),0
27475,27475,Male,6890,2021,47,14,2,199.49998,199.5,100.8,-.00029343826,48.461536,10,40,White,No,1,Full-time (1750+ hours),0,27475,Female,6890,2021,47,15,2,199.49998,199.5,98.699997,-.00029343826,47.45192,10,40,White,Yes,1,Full-time (1750+ hours),0
27494,27494,Male,6894,2023,38,13,6,110.538,110.538,92,0,44.23077,20,40,Black,No,1,Full-time (1750+ hours),0,27494,Female,6894,2023,41,12,6,110.538,110.538,18.538,0,17.148937,35,20.788462,Black,No,1,Part-time (50-1749 hours),0
27495,27495,Male,6895,2017,37,16,3,122.153,122.03999,75.709999,2.1732037,36.08675,10,40.346153,White,Yes,1,Full-time (1750+ hours),0,27495,Female,6895,2017,34,16,3,122.153,122.03999,46.329998,2.1732037,21.853773,20,40.76923,White,Yes,1,Full-time (1750+ hours),0
27498,27498,Male,6895,2021,49,12,2,81.899994,81.185997,57.749996,13.730709,15.865384,2,70,Black,Unknown,1,Full-time (1750+ hours),0,27498,Female,6895,2021,44,13,2,81.899994,81.185997,23.435999,13.730709,10.941176,14,41.192307,Black,No,1,Full-time (1750+ hours),0
27499,27499,Male,6896,2019,38,17,4,62.640003,62.640003,56.160004,0,20.42182,15,52.884617,White,No,1,Full-time (1750+ hours),0,27499,Female,6896,2019,39,17,4,62.640003,62.640003,6.4800005,0,5.184,20,24.038462,White,Yes,1,Part-time (50-1749 hours),0
27508,27508,Male,6898,2017,27,16,2,152.66299,152.54999,101.7,2.1732037,40.68,5,48.076923,White,Yes,1,Full-time (1750+ hours),0,27508,Female,6898,2017,26,16,2,152.66299,152.54999,50.849998,2.1732037,24.732491,8,39.53846,White,Yes,1,Full-time (1750+ hours),0
27509,27509,Male,6898,2021,40,17,4,277.30499,259.34998,141.75,345.28879,65.564293,8,41.576923,Black,Yes,1,Full-time (1750+ hours),0,27509,Female,6898,2021,43,17,4,277.30499,259.34998,117.59999,345.28879,46.482212,10,48.653847,White,Yes,1,Full-time (1750+ hours),0
27514,27514,Male,6899,2017,66,17,2,133.34,101.7,90.400002,608.46136,92.244896,10,18.846153,White,Yes,1,Part-time (50-1749 hours),0,27514,Female,6899,2017,52,12,2,133.34,101.7,11.3,608.46136,11.530612,20,18.846153,White,No,1,Part-time (50-1749 hours),0
27515,27515,Male,6900,2019,37,12,6,110.26801,110.16,97.200005,2.076956,50.103096,1,37.307693,White,Unknown,1,Full-time (1750+ hours),0,27515,Female,6900,2019,37,17,6,110.26801,110.16,12.960001,2.076956,18.38298,20,13.557693,White,Yes,1,Part-time (50-1749 hours),0
27518,27518,Male,6900,2023,30,12,5,51.529202,43.239998,38.639999,159.40776,17.972094,4,41.346153,Black,Unknown,1,Full-time (1750+ hours),0,27518,Female,6900,2023,29,15,5,51.529202,43.239998,4.5999999,159.40776,9.8290596,28,9,Black,Yes,0,Part-time (50-1749 hours),0
27520,27520,Male,6901,2021,61,17,2,199.1115,162.75,26.249998,699.25952,159.0909,10,3.1730769,White,Yes,0,Part-time (50-1749 hours),0,27520,Female,6901,2021,59,16,2,199.1115,162.75,136.5,699.25952,68.25,12,38.46154,White,Yes,0,Full-time (1750+ hours),0
27522,27522,Male,6901,2017,46,12,2,90.411301,90.399994,50.849998,.21743774,22.905405,2,42.692307,White,No,1,Full-time (1750+ hours),0,27522,Female,6901,2017,47,14,2,90.411301,90.399994,39.549999,.21743774,12.967213,21,58.653847,White,Yes,1,Full-time (1750+ hours),0
27524,27524,Male,6902,2019,35,12,3,86.400002,86.400009,32.400002,-.00014671913,10.384616,20,60,White,No,1,Full-time (1750+ hours),0,27524,Female,6902,2019,30,12,3,86.400002,86.400009,54.000004,-.00014671913,25.96154,15,40,White,No,1,Full-time (1750+ hours),0
27528,27528,Male,6903,2021,45,16,4,265.64999,264.60001,2.0999999,20.192074,3.8888886,15,10.384615,White,Yes,1,Part-time (50-1749 hours),0,27528,Female,6903,2021,46,17,4,265.64999,264.60001,262.5,20.192074,131.25,5,38.46154,White,Yes,1,Full-time (1750+ hours),0
27529,27529,Male,6903,2019,46,16,4,160.25041,158.76001,124.2,28.661581,67.207794,15,35.53846,White,Yes,1,Full-time (1750+ hours),0,27529,Female,6903,2019,47,12,4,160.25041,158.76001,34.560001,28.661581,18.38298,20,36.153847,White,No,1,Full-time (1750+ hours),0
27530,27530,Male,6904,2019,40,16,4,384.88824,383.65924,190.39645,23.634691,74.665276,4,49.03846,White,Yes,1,Full-time (1750+ hours),0,27530,Female,6904,2019,41,17,4,384.88824,383.65924,193.26277,23.634691,109.12635,15,34.057693,White,Yes,1,Full-time (1750+ hours),0
27534,27534,Male,6905,2019,41,12,4,178.20001,172.8,86.400002,103.84633,35.438885,5,46.884617,White,No,1,Full-time (1750+ hours),0,27534,Female,6905,2019,38,17,4,178.20001,172.8,86.400002,103.84633,42.687748,10,38.923077,White,Yes,1,Full-time (1750+ hours),0
27539,27539,Male,6906,2017,38,12,5,124.86952,114.58652,78.512398,197.75009,37.746346,2,40,White,No,0,Full-time (1750+ hours),0,27539,Female,6906,2017,36,12,5,124.86952,114.58652,36.07412,197.75009,25.99,2,26.692308,White,Unknown,1,Part-time (50-1749 hours),0
27550,27550,Male,6909,2017,54,14,2,86.893608,74.580002,54.239998,236.80013,29.398375,6,35.48077,White,No,1,Full-time (1750+ hours),0,27550,Female,6909,2017,52,12,2,86.893608,74.580002,20.34,236.80013,13.242188,8,29.538462,White,No,1,Part-time (50-1749 hours),0
27556,27556,Male,6910,2023,43,13,2,101.384,96.600006,64.400002,91.999931,26.65563,2,46.46154,Black,No,1,Full-time (1750+ hours),0,27556,Female,6910,2023,38,16,2,101.384,96.600006,32.200001,91.999931,133.05785,5,4.6538463,Black,Yes,1,Part-time (50-1749 hours),0
27557,27557,Male,6911,2023,53,14,3,199.7504,188.60001,128.8,214.43059,63.137257,3,39.23077,White,Yes,1,Full-time (1750+ hours),0,27557,Female,6911,2023,54,14,3,199.7504,188.60001,59.799999,214.43059,39.342106,27,29.23077,White,Yes,1,Part-time (50-1749 hours),0
27560,27560,Male,6911,2021,39,16,4,136.62494,132.35249,60.952496,82.162415,26.249998,10,44.653847,Black,Yes,1,Full-time (1750+ hours),0,27560,Female,6911,2021,39,14,4,136.62494,132.35249,71.399994,82.162415,25.301203,15,54.26923,Black,Yes,1,Full-time (1750+ hours),0
27564,27564,Male,6912,2023,30,12,3,48.944,48.760002,22.08,3.5384252,14.081633,2,30.153847,Black,No,1,Part-time (50-1749 hours),0,27564,Female,6912,2023,25,12,3,48.944,48.760002,26.68,3.5384252,6.4134617,5,80,Black,Unknown,1,Full-time (1750+ hours),0
27573,27573,Male,6915,2017,37,12,7,151.36349,118.08501,69.495003,639.97095,18.532,3,72.115387,White,No,1,Full-time (1750+ hours),0,27573,Female,6915,2017,32,14,7,151.36349,118.08501,48.59,639.97095,14.950769,10,62.5,White,Yes,1,Full-time (1750+ hours),0
27582,27582,Male,6917,2019,40,16,5,151.308,138.24001,64.800003,251.30756,27.215456,14,45.78846,White,Yes,1,Full-time (1750+ hours),0,27582,Female,6917,2019,38,14,5,151.308,138.24001,73.440002,251.30756,37.469391,14,37.692307,White,Yes,1,Full-time (1750+ hours),0
27591,27591,Male,6919,2023,33,16,2,170.2,170.20001,64.400002,-.00029343826,30.961538,1,40,Black,Yes,1,Full-time (1750+ hours),0,27591,Female,6919,2023,36,17,2,170.2,170.20001,105.8,-.00029343826,50.865387,12,40,Black,Yes,1,Full-time (1750+ hours),0
27593,27593,Male,6920,2021,31,12,2,53.861847,53.861847,14.174999,0,5.2018347,4,52.403847,Black,No,1,Full-time (1750+ hours),0,27593,Female,6920,2021,25,12,2,53.861847,53.861847,39.686848,0,19.454338,5,39.23077,Unknown,No,1,Full-time (1750+ hours),0
27597,27597,Male,6921,2021,61,12,2,99.749992,99.75,68.25,-.00014671913,35.695606,3,36.76923,Black,No,1,Full-time (1750+ hours),0,27597,Female,6921,2021,63,16,2,99.749992,99.75,31.499998,-.00014671913,12.499999,2,48.46154,Black,Yes,1,Full-time (1750+ hours),0
27603,27603,Male,6922,2021,48,17,2,324.75027,304.01279,277.19998,398.79785,113.14285,4,47.115383,White,Yes,1,Full-time (1750+ hours),0,27603,Female,6922,2021,47,13,2,324.75027,304.01279,26.812799,398.79785,22.086325,8,23.346153,White,No,1,Part-time (50-1749 hours),0
27611,27611,Male,6924,2017,60,12,2,85.292397,85.292404,43.798801,-.00014671913,21.469999,6,39.23077,Black,No,1,Full-time (1750+ hours),0,27611,Female,6924,2017,47,12,2,85.292397,85.292404,41.493599,-.00014671913,20.34,5,39.23077,Black,No,1,Full-time (1750+ hours),0
27613,27613,Male,6925,2017,25,11,3,21.469999,21.470001,11.3,-.000036679783,7.6351352,5,28.461538,White,No,1,Part-time (50-1749 hours),1,27613,Female,6925,2017,24,13,3,21.469999,21.470001,10.17,-.000036679783,4.6122451,5,42.403847,White,No,1,Full-time (1750+ hours),1
27616,27616,Male,6925,2023,45,12,4,165.60001,165.60001,46,0,23,6,38.46154,Black,No,1,Full-time (1750+ hours),0,27616,Female,6925,2023,36,14,4,165.60001,165.60001,119.6,0,59.799999,5,38.46154,Black,No,1,Full-time (1750+ hours),0
27617,27617,Male,6926,2019,60,16,3,381.7865,381.24002,213.84001,10.509197,124.32558,6,33.076923,White,Yes,1,Part-time (50-1749 hours),0,27617,Female,6926,2019,58,16,3,381.7865,381.24002,167.40001,10.509197,88.712242,6,36.28846,White,Yes,1,Full-time (1750+ hours),0
27623,27623,Male,6927,2019,35,12,4,60.233761,49.68,10.8,202.95694,11.25,20,18.461538,White,No,1,Part-time (50-1749 hours),0,27623,Female,6927,2019,31,12,4,60.233761,49.68,38.880001,202.95694,18.692308,20,40,White,Unknown,1,Full-time (1750+ hours),0
27632,27632,Male,6929,2019,39,13,2,163.08,163.08002,92.880005,-.00029343826,46.626507,5,38.307693,Black,No,1,Full-time (1750+ hours),0,27632,Female,6929,2019,43,12,2,163.08,163.08002,70.200005,-.00029343826,36.715481,4,36.76923,White,No,1,Full-time (1750+ hours),0
27636,27636,Male,6930,2019,52,16,2,135.864,135.864,76.68,0,38.035717,10,38.76923,Black,Yes,1,Full-time (1750+ hours),0,27636,Female,6930,2019,35,17,2,135.864,135.864,59.184002,0,31.084034,10,36.615383,Black,Yes,1,Full-time (1750+ hours),0
27637,27637,Male,6931,2017,53,14,2,167.4886,167.24001,51.98,4.7806959,24.221807,20,41.26923,White,No,1,Full-time (1750+ hours),0,27637,Female,6931,2017,57,16,2,167.4886,167.24001,115.26,4.7806959,32.931427,15,67.307693,White,Yes,1,Full-time (1750+ hours),0
27641,27641,Male,6932,2021,40,17,4,178.65749,176.39999,125.99999,43.413307,49.802368,5,48.653847,White,Yes,1,Full-time (1750+ hours),0,27641,Female,6932,2021,41,17,4,178.65749,176.39999,50.399998,43.413307,19.229301,5,50.403847,White,Yes,1,Full-time (1750+ hours),0
27642,27642,Male,6932,2023,49,14,3,101.2,101.2,66.239998,.00014671913,31.846155,6,40,White,Yes,1,Full-time (1750+ hours),0,27642,Female,6932,2023,37,14,3,101.2,101.2,34.959999,.00014671913,16.807693,8,40,White,No,1,Full-time (1750+ hours),0
27645,27645,Male,6933,2019,39,13,4,39.9384,34.754402,19.0944,99.692268,9.1800003,1,40,White,No,1,Full-time (1750+ hours),0,27645,Female,6933,2019,39,14,4,39.9384,34.754402,15.660001,99.692268,8.1392937,15,37,White,No,1,Full-time (1750+ hours),0
27661,27661,Male,6937,2023,35,16,4,366.73502,340.39999,170.2,506.44272,86.836739,8,37.692307,White,Yes,1,Full-time (1750+ hours),0,27661,Female,6937,2023,32,17,4,366.73502,340.39999,170.2,506.44272,69.469391,8,47.115383,White,No,1,Full-time (1750+ hours),0
27671,27671,Male,6939,2019,34,6,3,92.655365,89.100006,54.000004,68.372284,27.190334,5,38.192307,White,Unknown,1,Full-time (1750+ hours),0,27671,Female,6939,2019,40,16,3,92.655365,89.100006,35.100002,68.372284,17.981558,30,37.53846,White,Yes,1,Full-time (1750+ hours),0
27677,27677,Male,6941,2019,46,13,2,155.52,155.52002,84.240005,-.00029343826,30.632729,2,52.884617,White,No,1,Full-time (1750+ hours),0,27677,Female,6941,2019,44,12,2,155.52,155.52002,71.280006,-.00029343826,24.2449,2,56.53846,White,No,1,Full-time (1750+ hours),0
27697,27697,Male,6946,2023,39,17,4,441.60001,437,239.2,88.461655,95.68,5,48.076923,White,No,1,Full-time (1750+ hours),0,27697,Female,6946,2023,39,16,4,441.60001,437,197.8,88.461655,65.15152,10,58.384617,White,Yes,1,Full-time (1750+ hours),0
27701,27701,Male,6947,2023,42,17,5,207.92,207.92001,121.44,-.00029343826,41.306122,10,56.53846,White,Yes,1,Full-time (1750+ hours),0,27701,Female,6947,2023,42,17,5,207.92,207.92001,86.480003,-.00029343826,30.153418,10,55.153847,White,No,1,Full-time (1750+ hours),0
27716,27716,Male,6950,2023,38,13,4,148.12,142.60001,101.2,106.15363,53.37553,20,36.46154,Black,No,1,Full-time (1750+ hours),0,27716,Female,6950,2023,35,14,4,148.12,142.60001,41.400002,106.15363,20.294119,16,39.23077,Black,No,1,Full-time (1750+ hours),0
27717,27717,Male,6951,2023,27,17,2,140.76001,138.46001,101.66,44.230827,41.493877,10,47.115383,White,Yes,1,Full-time (1750+ hours),0,27717,Female,6951,2023,27,16,2,140.76001,138.46001,36.799999,44.230827,19.166668,15,36.923077,White,Yes,1,Full-time (1750+ hours),0
27722,27722,Male,6952,2019,69,17,2,72.392403,52.920002,34.560001,374.46924,16.134455,7,41.192307,White,Yes,1,Full-time (1750+ hours),0,27722,Female,6952,2019,67,17,2,72.392403,52.920002,18.360001,374.46924,189.27835,15,1.8653846,White,Yes,1,Part-time (50-1749 hours),0
27726,27726,Male,6953,2023,25,11,2,53.360001,53.360001,27.6,0,15.156507,5,35.01923,White,No,1,Full-time (1750+ hours),0,27726,Female,6953,2023,26,12,2,53.360001,53.360001,25.76,0,10.733334,7,46.153847,White,No,1,Full-time (1750+ hours),0
27729,27729,Male,6954,2019,26,16,2,156.65401,156.60001,86.400002,1.038478,38.400002,15,43.26923,White,Yes,1,Full-time (1750+ hours),0,27729,Female,6954,2019,24,16,2,156.65401,156.60001,70.200005,1.038478,34.411766,20,39.23077,White,Yes,1,Full-time (1750+ hours),0
27732,27732,Male,6955,2023,37,16,4,126.04,126.03999,59.799999,.00014671913,33.056938,2,34.78846,White,Yes,1,Full-time (1750+ hours),0,27732,Female,6955,2023,37,17,4,126.04,126.03999,66.239998,.00014671913,35.517426,5,35.865383,White,No,1,Full-time (1750+ hours),0
27735,27735,Male,6955,2017,56,12,2,92.659996,92.660004,56.5,-.00014671913,26.377218,6,41.192307,Black,No,1,Full-time (1750+ hours),0,27735,Female,6955,2017,56,10,2,92.659996,92.660004,36.16,-.00014671913,17.570457,25,39.576923,Black,No,1,Full-time (1750+ hours),0
27743,27743,Male,6957,2021,44,14,2,251.99998,252,104.99999,-.00029343826,50.095417,10,40.307693,White,No,1,Full-time (1750+ hours),0,27743,Female,6957,2021,51,12,2,251.99998,252,147,-.00029343826,49.999996,7,56.53846,White,No,1,Full-time (1750+ hours),0
27744,27744,Male,6958,2021,38,16,2,104.99999,104.99999,52.499996,0,31.55048,5,32,White,Yes,1,Part-time (50-1749 hours),0,27744,Female,6958,2021,29,16,2,104.99999,104.99999,52.499996,0,40.384613,3,25,White,Yes,1,Part-time (50-1749 hours),0
27745,27745,Male,6958,2017,38,13,4,150.403,150.29001,84.75,2.1729102,23.282967,5,70,Black,No,1,Full-time (1750+ hours),0,27745,Female,6958,2017,36,17,4,150.403,150.29001,65.540001,2.1729102,33.438774,12,37.692307,Black,Yes,1,Full-time (1750+ hours),0
27747,27747,Male,6958,2023,31,16,2,60.535999,60.076,14.076,8.8461361,18.668436,15,14.5,Black,Yes,0,Part-time (50-1749 hours),0,27747,Female,6958,2023,28,16,2,60.535999,60.076,46,8.8461361,20.776875,20,42.576923,Black,Yes,1,Full-time (1750+ hours),0
